dealDate,deposit,monthlyRent,calcedRent,buildYear,contractTerm,contractType,excluUseAr,floor,jibun,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
20121119,"3,000",80,0,2005,, ,45.63,8,27-20,신촌가이아,,,11410,서대문구,대현동, 
20121123,"8,000",0,0,2005,, ,19.01,1,103-7,스페이스엠,,,11410,서대문구,연희동, 
20121126,"8,500",0,0,2006,, ,42.66,3,169-3,드리밍 아파트,,,11410,서대문구,연희동, 
20121126,"3,000",40,0,2004,, ,19.38,1,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20121127,"14,000",0,0,2009,, ,56.12,3,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20121127,"7,500",0,0,2003,, ,19.94,2,188-57,(188-57),,,11410,서대문구,연희동, 
20121127,"13,000",0,0,2004,, ,28.08,7,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20121210,"3,000",30,0,2004,, ,19.25,4,78-4,시아 루비움,,,11410,서대문구,연희동, 
20121217,"10,000",0,0,2006,, ,22.61,6,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20121217,"5,500",0,0,2003,, ,18.46,4,413-126,(413-126),,,11410,서대문구,연희동, 
20121221,"5,000",45,0,2005,, ,24.15,2,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20121221,"25,000",0,0,2007,, ,86.17,7,340-27,현대싱그런,,,11410,서대문구,연희동, 
20121224,"7,000",15,0,2003,, ,26.03,2,136-7,(136-7),,,11410,서대문구,연희동, 
20121226,"1,000",60,0,2003,, ,22.23,4,88-11,정연지오빌ll,,,11410,서대문구,연희동, 
20121228,"1,000",70,0,2004,13.01~14.01,신규,28.5,11,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20121228,"24,000",0,0,2007,, ,86.17,7,340-27,현대싱그런,,,11410,서대문구,연희동, 
20121231,"1,000",58,0,2005,, ,16.83,6,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20130103,"7,000",20,0,2003,, ,25.04,7,136-7,(136-7),,,11410,서대문구,연희동, 
20130103,"7,000",20,0,2003,, ,26.03,4,136-7,(136-7),,,11410,서대문구,연희동, 
20130108,"5,000",50,0,2009,, ,25.35,3,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130116,"4,000",210,0,2007,, ,116.97,2,340-27,현대싱그런,,,11410,서대문구,연희동, 
20130119,"13,800",0,0,2004,, ,30.24,13,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20130125,"1,000",70,0,2004,, ,28.08,6,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20130127,"2,500",42,0,2004,, ,19.81,4,103-6,라이온스톤,,,11410,서대문구,연희동, 
20130129,"4,500",0,0,2003,, ,17.34,5,396-25,동림오벨리스크,,,11410,서대문구,홍은동, 
20130129,"9,500",20,0,2004,, ,28.5,15,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20130130,"14,000",0,0,2004,, ,28.5,13,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20130213,"14,000",0,0,2009,, ,25.35,7,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130213,"3,000",40,0,2004,, ,19.04,4,188-3,(188-3),,,11410,서대문구,연희동, 
20130213,"1,000",55,0,2004,, ,19.25,3,78-4,시아 루비움,,,11410,서대문구,연희동, 
20130214,"1,000",78,0,2005,, ,26.64,13,27-20,신촌가이아,,,11410,서대문구,대현동, 
20130216,"7,500",0,0,2002,, ,21.06,3,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20130218,"2,000",50,0,2005,, ,16.83,5,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20130221,500,40,0,2003,, ,17.34,2,396-25,동림오벨리스크,,,11410,서대문구,홍은동, 
20130223,"7,000",0,0,2002,, ,20.39,5,121-4,오벨리스크,,,11410,서대문구,연희동, 
20130223,500,58,0,2005,, ,16.83,7,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20130225,"10,000",0,0,2004,13.03~14.03,신규,33.74,4,465,충정리시온,,,11410,서대문구,충정로3가, 
20130303,"1,000",50,0,2001,, ,16.2,9,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20130307,"1,000",95,0,2005,, ,41.08,7,116,SK리쳄블,,,11410,서대문구,합동, 
20130311,"5,000",35,0,2003,, ,26.03,5,136-7,(136-7),,,11410,서대문구,연희동, 
20130311,"3,000",50,0,2003,, ,26.03,2,136-7,(136-7),,,11410,서대문구,연희동, 
20130316,"9,000",0,0,2003,, ,26.32,4,136-7,(136-7),,,11410,서대문구,연희동, 
20130318,"7,500",0,0,2002,, ,19.44,3,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20130318,300,73,0,2009,, ,25.35,12,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130322,"8,000",0,0,2005,, ,19.01,5,103-7,스페이스엠,,,11410,서대문구,연희동, 
20130323,"8,500",25,0,2006,, ,22.61,5,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20130330,"3,000",45,0,2004,, ,29.56,4,465,충정리시온,,,11410,서대문구,충정로3가, 
20130406,"3,000",40,0,2002,, ,19.44,6,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20130409,"5,000",55,0,2005,, ,33.71,6,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20130409,"9,000",22,0,2006,, ,22.61,3,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20130410,"11,000",0,0,2004,, ,44.22,9,490,홍익사랑,,,11410,서대문구,창천동, 
20130411,"5,000",50,0,2009,, ,25.35,5,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130412,"2,000",40,0,2001,, ,16.2,6,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20130418,"32,000",0,0,2007,, ,115.53,10,340-27,현대싱그런,,,11410,서대문구,연희동, 
20130418,"24,000",0,0,2006,, ,61.73,5,117,충정로대우디오빌,,,11410,서대문구,합동, 
20130419,"23,000",0,0,2007,, ,116.97,3,340-27,현대싱그런,,,11410,서대문구,연희동, 
20130430,500,55,0,2004,, ,17.6,5,78-4,시아 루비움,,,11410,서대문구,연희동, 
20130506,"1,000",40,0,2004,, ,24.87,7,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20130507,"1,500",38,0,2004,, ,21.75,8,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20130508,"23,000",0,0,2007,, ,85.25,2,340-27,현대싱그런,,,11410,서대문구,연희동, 
20130508,"8,000",10,0,2003,, ,26.32,7,136-7,(136-7),,,11410,서대문구,연희동, 
20130514,500,40,0,2002,14.05~15.05,신규,13.33,4,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20130516,"9,000",0,0,2003,, ,26.03,4,136-7,(136-7),,,11410,서대문구,연희동, 
20130516,"9,000",0,0,2006,, ,44.52,3,169-3,드리밍 아파트,,,11410,서대문구,연희동, 
20130520,"13,500",0,0,2009,, ,25.35,5,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130520,"13,500",0,0,2009,, ,22.72,19,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130525,500,40,0,2002,, ,14.11,6,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20130601,"8,000",0,0,2003,, ,18.9,5,188-57,(188-57),,,11410,서대문구,연희동, 
20130608,"6,000",0,0,2003,, ,25.53,4,88-11,정연지오빌ll,,,11410,서대문구,연희동, 
20130617,"8,200",12,0,2006,, ,19.4,10,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20130618,"10,500",0,0,2006,, ,22.61,3,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20130621,"1,000",48,0,2003,, ,15.94,6,80-7,파라다이스텔에스비,,,11410,서대문구,연희동, 
20130621,"8,000",0,0,2004,, ,19.26,4,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20130623,"15,000",0,0,2009,, ,56.12,9,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20130625,"1,000",95,0,2005,, ,33.12,14,27-20,신촌가이아,,,11410,서대문구,대현동, 
20130626,"1,000",55,0,2004,, ,20.52,5,188-3,(188-3),,,11410,서대문구,연희동, 
20130630,"29,000",0,0,2007,, ,115.53,6,340-27,현대싱그런,,,11410,서대문구,연희동, 
20130708,"15,000",0,0,2009,, ,56.12,6,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20130709,"3,000",35,0,2003,, ,19.42,2,188-57,(188-57),,,11410,서대문구,연희동, 
20130713,"4,000",35,0,2005,, ,19.01,4,103-7,스페이스엠,,,11410,서대문구,연희동, 
20130716,"3,000",150,0,2007,, ,97.65,12,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20130718,"1,000",40,0,2004,, ,24.84,4,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20130719,"15,000",0,0,2006,, ,30.86,3,117,충정로대우디오빌,,,11410,서대문구,합동, 
20130720,"1,000",57,0,2005,, ,16.83,9,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20130726,"7,500",0,0,2003,, ,22.23,3,88-11,정연지오빌ll,,,11410,서대문구,연희동, 
20130729,"3,000",50,0,2004,, ,19.38,4,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20130729,"39,000",0,0,2007,, ,64.41,7,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20130802,500,45,0,2002,, ,13.33,4,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20130803,"5,000",25,0,2005,, ,16.83,8,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20130805,"1,000",50,0,2002,, ,25.73,4,76-24,(76-24),,,11410,서대문구,연희동, 
20130807,300,73,0,2009,, ,25.35,15,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20130814,"1,000",50,0,2001,, ,16.2,8,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20130817,"1,000",44,0,2002,, ,20.67,7,100-15,브라운 힐,,,11410,서대문구,연희동, 
20130817,"8,500",16,0,2006,, ,19.4,4,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20130819,400,46,0,2003,, ,21.42,1,396-25,동림오벨리스크,,,11410,서대문구,홍은동, 
20130821,"1,000",55,0,2002,, ,19.44,5,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20130829,"16,000",0,0,2009,, ,56.12,5,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20130903,"8,000",0,0,2005,, ,19.01,6,103-7,스페이스엠,,,11410,서대문구,연희동, 
20130905,"8,000",20,0,2003,, ,26.03,6,136-7,(136-7),,,11410,서대문구,연희동, 
20130906,"2,000",60,0,2004,, ,24.29,7,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20130907,"3,000",30,0,2001,, ,16.2,2,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20130907,"12,000",0,0,2005,, ,26.34,9,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20130913,"1,000",75,0,2005,, ,29.13,14,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20130914,"1,000",45,0,2001,, ,16.2,7,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20130924,"2,000",20,0,2003,, ,17.34,1,396-25,동림오벨리스크,,,11410,서대문구,홍은동, 
20130926,"3,000",30,0,2003,, ,19.24,11,80-7,파라다이스텔에스비,,,11410,서대문구,연희동, 
20130926,"15,000",0,0,2009,, ,56.12,8,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20131002,"25,000",0,0,2007,, ,115.53,4,340-27,현대싱그런,,,11410,서대문구,연희동, 
20131004,"31,000",0,0,2007,, ,97.65,7,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20131012,"40,000",0,0,2007,, ,97.65,11,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20131014,300,73,0,2009,, ,25.35,15,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20131014,"1,000",80,0,2006,, ,37.15,5,117,충정로대우디오빌,,,11410,서대문구,합동, 
20131014,"25,000",0,0,2007,, ,58.57,9,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20131016,"19,000",0,0,2003,, ,98.61,2,274-99,홍은그린아파트,,,11410,서대문구,홍은동, 
20131019,"2,000",60,0,2005,, ,26.64,6,27-20,신촌가이아,,,11410,서대문구,대현동, 
20131030,"9,300",10,0,2006,, ,19.4,5,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20131031,"2,000",40,0,2002,, ,19.44,4,122-3,정연 지오빌,,,11410,서대문구,연희동, 
20131109,"14,500",0,0,2009,, ,56.12,6,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20131111,"2,000",35,0,2002,, ,20.67,4,100-15,브라운 힐,,,11410,서대문구,연희동, 
20131114,"3,000",37,0,2004,, ,19.81,5,103-6,라이온스톤,,,11410,서대문구,연희동, 
20131123,"9,800",0,0,2006,, ,19.4,3,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20131127,"1,000",50,0,2005,, ,26.22,15,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20131128,"16,300",0,0,2006,, ,29.26,5,117,충정로대우디오빌,,,11410,서대문구,합동, 
20131130,"33,000",0,0,2007,, ,115.53,8,340-27,현대싱그런,,,11410,서대문구,연희동, 
20131130,"19,000",0,0,2009,, ,81.24,2,164,천지인에이동,,,11410,서대문구,홍은동, 
20131130,"3,000",80,0,2005,, ,41.57,3,116,SK리쳄블,,,11410,서대문구,합동, 
20131130,"1,000",65,0,2004,, ,24.29,4,45-5,이화인비따레오피스텔,,,11410,서대문구,대현동, 
20131204,"23,000",0,0,2007,, ,115.53,8,340-27,현대싱그런,,,11410,서대문구,연희동, 
20131206,"3,000",150,0,2007,, ,87.59,7,340-27,현대싱그런,,,11410,서대문구,연희동, 
20131209,"17,500",0,0,2006,, ,37.15,10,117,충정로대우디오빌,,,11410,서대문구,합동, 
20131210,"1,000",50,0,2002,, ,25.73,6,76-24,(76-24),,,11410,서대문구,연희동, 
20131210,500,50,0,2001,, ,16.2,8,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20131216,"10,000",30,0,2014,14.01~15.01,신규,27.66,5,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20131223,"24,000",0,0,2007,, ,116.97,1,340-27,현대싱그런,,,11410,서대문구,연희동, 
20131224,"10,000",0,0,2003,, ,26.03,2,136-7,(136-7),,,11410,서대문구,연희동, 
20131224,"7,000",50,0,2014,, ,26.82,9,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20131228,"10,000",0,0,2006,, ,22.61,5,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20140102,"2,000",70,0,2006,, ,26.15,5,90-1,(90-1),,,11410,서대문구,대신동, 
20140106,"6,000",25,0,2004,, ,19.26,2,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140109,"8,000",0,0,2005,, ,19.01,1,103-7,스페이스엠,,,11410,서대문구,연희동, 
20140110,"2,000",70,0,2005,, ,24.15,3,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20140114,"2,000",60,0,2004,, ,20.52,6,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140118,"12,500",0,0,2004,, ,28.5,15,20-41,아남오피스텔,,,11410,서대문구,창천동, 
20140125,"1,000",55,0,2004,, ,19.04,4,188-3,(188-3),,,11410,서대문구,연희동, 
20140128,"2,000",68,0,2006,, ,25.69,4,90-1,(90-1),,,11410,서대문구,대신동, 
20140128,"9,000",10,0,2006,, ,19.4,7,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20140128,"2,000",30,0,2003,, ,22.95,4,396-24,현상준건물,,,11410,서대문구,홍은동, 
20140205,500,48,0,2001,, ,16.2,7,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20140212,"1,000",120,0,2005,, ,49.83,7,116,SK리쳄블,,,11410,서대문구,합동, 
20140212,300,73,0,2009,, ,25.35,16,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140215,"1,000",72,0,2005,, ,26.64,5,27-20,신촌가이아,,,11410,서대문구,대현동, 
20140217,"28,000",0,0,2007,, ,86.17,10,340-27,현대싱그런,,,11410,서대문구,연희동, 
20140221,"3,000",30,0,2001,, ,16.2,4,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20140221,"43,000",0,0,2007,, ,132.63,9,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20140225,"3,000",30,0,2001,14.03~15.02,신규,16.2,2,212-2,연희소프트빌,,,11410,서대문구,연희동, 
20140225,"26,000",0,0,2007,, ,64.41,10,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20140228,"2,000",45,0,2004,, ,20.52,2,188-3,(188-3),,,11410,서대문구,연희동, 
20140301,"1,000",85,0,2014,14.03~15.03,신규,26.76,8,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20140301,"8,000",40,0,2006,, ,30.86,2,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140308,"2,500",40,0,2002,, ,25.73,2,76-24,(76-24),,,11410,서대문구,연희동, 
20140313,"6,500",0,0,2004,, ,21.75,4,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20140315,"18,000",0,0,2005,, ,34.22,3,116,SK리쳄블,,,11410,서대문구,합동, 
20140317,"19,000",0,0,2009,, ,56.12,10,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20140317,"2,000",40,0,2002,, ,20.39,2,121-4,오벨리스크,,,11410,서대문구,연희동, 
20140319,"14,000",0,0,2009,, ,25.35,8,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140323,"3,000",55,0,2009,, ,25.35,6,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140327,"7,500",0,0,2002,, ,22.9,2,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20140402,"1,000",50,0,2002,, ,12.95,5,62-48,(62-48),,,11410,서대문구,창천동, 
20140408,500,75,0,2009,, ,25.35,14,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140408,500,40,0,2004,, ,21.75,8,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20140409,"12,000",0,0,2004,, ,44.22,9,490,홍익사랑,,,11410,서대문구,창천동, 
20140415,"12,000",0,0,2006,, ,57.15,3,169-3,드리밍 아파트,,,11410,서대문구,연희동, 
20140415,"16,000",0,0,2009,, ,56.12,2,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20140423,"8,500",0,0,2005,14.05~16.05,신규,19.01,3,103-7,스페이스엠,,,11410,서대문구,연희동, 
20140426,"17,000",0,0,2009,, ,56.12,10,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20140429,"1,000",65,0,2004,, ,20.52,4,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140429,"14,000",0,0,2009,, ,25.35,11,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140506,"3,000",30,0,2002,, ,20.39,6,121-4,오벨리스크,,,11410,서대문구,연희동, 
20140507,"1,000",135,0,2006,, ,58.53,13,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140509,"26,000",0,0,2006,, ,61.73,7,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140517,"14,000",0,0,2009,, ,25.35,3,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140518,"6,500",0,0,2002,, ,22.9,5,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20140523,"14,000",0,0,2009,, ,25.35,12,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140524,"14,000",0,0,2009,, ,25.35,15,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140526,"14,000",0,0,2009,, ,25.35,16,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140527,"14,000",0,0,2009,, ,25.35,16,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140529,"8,000",0,0,2004,, ,19.38,1,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140602,500,45,0,2004,, ,21.75,5,343-1,선정오피스텔,,,11410,서대문구,북가좌동, 
20140607,"1,000",70,0,2009,, ,25.35,12,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140614,"18,000",0,0,2009,, ,35.53,15,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140621,"8,000",0,0,2005,, ,19.01,2,103-7,스페이스엠,,,11410,서대문구,연희동, 
20140626,"18,000",0,0,2014,, ,26.76,21,104-5,신촌푸르지오시티,,,11410,서대문구,대현동, 
20140628,"8,200",12,0,2006,, ,19.4,10,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20140628,"6,500",0,0,2002,, ,20.39,6,121-4,오벨리스크,,,11410,서대문구,연희동, 
20140628,"9,000",0,0,2004,, ,22.11,9,490,홍익사랑,,,11410,서대문구,창천동, 
20140628,"1,000",55,0,2005,, ,16.83,7,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20140628,"2,500",62,0,2009,, ,25.35,9,192,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
20140703,"2,000",60,0,2004,, ,19.38,3,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140704,"17,000",0,0,2009,, ,56.12,6,165-2,코지펠리스,,,11410,서대문구,홍은동, 
20140705,"2,000",50,0,2004,, ,20.52,5,188-3,(188-3),,,11410,서대문구,연희동, 
20140721,"17,000",0,0,2006,, ,29.25,9,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140724,"16,000",0,0,2006,, ,29.26,2,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140725,500,60,0,2005,, ,16.83,5,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20140726,"1,000",60,0,2004,, ,19.31,1,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140730,"30,000",0,0,2007,, ,97.65,12,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20140731,"1,000",70,0,2005,, ,24.92,8,29-81,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
20140731,"9,000",0,0,2004,, ,19.31,6,97-64,경선파인 오피스텔,,,11410,서대문구,창천동, 
20140808,"8,500",19,0,2006,, ,19.4,4,190,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
20140809,"29,700",0,0,2007,, ,97.65,7,194-30,브라운스톤 연희,,,11410,서대문구,연희동, 
20140811,"6,000",0,0,2002,, ,17.82,6,92-7,창천오피스텔,,,11410,서대문구,창천동, 
20140814,"1,000",50,0,2002,, ,19.61,3,62-48,(62-48),,,11410,서대문구,창천동, 
20140819,500,60,0,2005,, ,16.83,6,218-1,연희체스트빌,,,11410,서대문구,연희동, 
20140825,"3,000",130,0,2007,, ,87.59,7,340-27,현대싱그런,,,11410,서대문구,연희동, 
20140825,"16,000",0,0,2006,, ,29.25,9,117,충정로대우디오빌,,,11410,서대문구,합동, 
20140827,"26,000",0,0,2006,, ,61.22,11,117,충정로대우디오빌,,,11410,서대문구,합동, 
