buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,houseType,jibun,mhouseNm,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
2020,, ,23,10,2021,"29,800",27.51,7,다세대,168-2,진성위메이드,0,,,11410,홍은동, 
1985,, ,24,10,2021,"27,000",84.51,1,연립,188-29,삼성빌라,0,,,11410,홍은동, 
2016,, ,3,10,2021,"2,000",28.65,3,다세대,411-20,글로리하우스,65,,,11410,홍은동, 
1985,, ,16,10,2021,"16,000",62.01,1,연립,188-29,삼성빌라,0,,,11410,홍은동, 
1991,,갱신,18,10,2021,"12,800",50.2,-1,다세대,266-131,한덕빌라,10,"12,800",5,11410,홍제동, 
2017,21.11~23.11,신규,27,10,2021,"7,953",23.52,3,다세대,388,녹색친구들창천,18,,,11410,창천동, 
2002,21.10~23.10,신규,23,10,2021,"5,000",56.4,-1,다세대,70-10,영천빌라,60,,,11410,영천동, 
2019,, ,23,11,2021,"3,987",30.93,3,다세대,466,청년미래공동체주택(임대),9,,,11410,홍은동, 
2003,, ,22,11,2021,"3,000",78.56,2,다세대,407-4,대성아트빌,110,,,11410,홍은동, 
2003,, ,22,11,2021,"3,000",78.56,2,다세대,407-4,대성아트빌,110,,,11410,홍은동, 
2002,, ,16,11,2021,"45,000",84.29,4,연립다세대,458,금송힐스빌,0,,,11410,홍은동, 
2018,, ,13,11,2021,"36,000",53.83,2,다세대,48-11,블레어빌,0,,,11410,연희동, 
2016,, ,12,11,2021,"27,300",44.06,3,다세대,73-23,청마스마트빌,0,,,11410,남가좌동, 
2019,, ,13,11,2021,"28,300",27.13,5,다세대,136-1,제니스빌,0,,,11410,홍제동, 
2013,, ,4,11,2021,"11,000",21.95,2,다세대,265-112,루미아트A동,0,,,11410,홍은동, 
2007,21.11~23.11,신규,19,11,2021,"2,000",113.79,-1,다세대,170-1,율도국인(201동),60,,,11410,창천동, 
2018,21.12~23.12,신규,24,11,2021,"5,000",29.86,5,다세대,330-298,정익1977,60,,,11410,홍제동, 
2014,, ,27,12,2021,"5,000",15.4725,2,다세대,340-12,아라하우스,60,,,11410,연희동, 
2017,, ,16,12,2021,"12,000",26.86,4,다세대,1-396,센텀시티3차(1-396),0,,,11410,북아현동, 
2014,, ,28,12,2021,200,17.89,3,다세대,5-92,주영테크빌,17,,,11410,북가좌동, 
2018,, ,13,12,2021,100,29.13,2,다세대,407-10,형지팰리스,21,,,11410,홍은동, 
2019,, ,14,12,2021,"22,000",28.04,2,다세대,74-89,더플레이스,0,,,11410,북가좌동, 
2019,, ,3,12,2021,"16,500",21.2,2,다세대,10-310,미소지움105동,0,,,11410,홍은동, 
2011,, ,1,12,2021,"20,000",47.52,3,다세대,344-27,영주아트빌,0,,,11410,북가좌동, 
2019,, ,3,12,2021,"16,500",21.2,2,다세대,10-310,미소지움105동,0,,,11410,홍은동, 
2021,, ,11,12,2021,"29,000",28.83,2,다세대,1-380,이안휴빌,0,,,11410,북아현동, 
2011,21.12~22.12,신규,6,12,2021,"3,000",12,5,다세대,4-109,(4-109),30,,,11410,창천동, 
2018,, ,14,1,2022,"41,500",37.72,6,다세대,413-36,서경팰리스,0,,,11410,홍은동, 
1995,, ,16,1,2022,"20,000",106.79,2,연립,321-3,도시하우스,20,,,11410,홍제동, 
2009,, ,21,1,2022,"5,000",68.51,3,다세대,129,언제나미소,30,,,11410,창천동, 
1980,, ,28,1,2022,"14,672",52.73,4,연립,266-3,제일주택,0,,,11410,홍제동, 
2019,, ,29,1,2022,"17,300",22.65,3,다세대,10-310,미소지움105동,0,,,11410,홍은동, 
2019,, ,11,1,2022,"10,000",59.63,2,다세대,30-19,스카이뷰,0,,,11410,연희동, 
2012,, ,19,1,2022,"5,000",21.36,5,다세대,322-13,드림캐슬3,30,,,11410,남가좌동, 
2012,, ,25,1,2022,"8,000",28.65,2,다세대,397-29,골드클래스,25,,,11410,홍은동, 
2015,, ,22,1,2022,"13,000",28.875,3,다세대,10-230,스마트빌,20,,,11410,홍은동, 
1985,, ,19,1,2022,"10,000",45.96,1,연립,141-34,동진빌라,30,,,11410,연희동, 
2014,, ,23,2,2022,200,17.5,2,다세대,5-92,주영테크빌,17,,,11410,북가좌동, 
2018,, ,26,2,2022,"21,000",29.66,2,다세대,329-14,빌리브케슬,0,,,11410,북가좌동, 
2021,, ,15,2,2022,"39,000",39.75,3,다세대,1-1644,힐스타빌리지4차,0,,,11410,북아현동, 
2019,, ,28,2,2022,"23,300",29.39,5,다세대,313-19,신안휴먼타운,0,,,11410,북가좌동, 
2007,, ,25,2,2022,"17,000",24.08,2,다세대,232,창천율도국인104동,0,,,11410,창천동, 
1998,, ,25,2,2022,"14,000",59.66,2,다세대,265-67,홍은시티빌,0,,,11410,홍은동, 
2021,, ,21,2,2022,"24,000",29.72,2,다세대,315-36,북가좌휴먼타운,0,,,11410,북가좌동, 
2007,, ,4,2,2022,"11,500",23.62,4,다세대,229-1,창천율도국인103동,8,,,11410,창천동, 
2018,22.02~24.02,신규,22,2,2022,"31,500",46.38,2,다세대,76-5,(76-5),0,,,11410,연희동, 
2016,22.03~23.03,신규,17,2,2022,500,25.11,2,다세대,409-50,(409-50),40,,,11410,홍은동, 
2018,, ,20,3,2022,"40,000",54.31,3,다세대,382-9,더-아무르,0,,,11410,남가좌동, 
2015,, ,8,3,2022,"32,550",42.41,5,다세대,1-402,에코타운,0,,,11410,북아현동, 
2011,, ,25,3,2022,"17,000",51.67,4,다세대,191-32,동아그린빌,0,,,11410,홍은동, 
2018,22.03~24.03,갱신,19,3,2022,"21,000",24.04,4,다세대,124-1,모두가,0,"20,000",,11410,대신동, 
2018,22.03~24.03,신규,30,3,2022,"20,000",40.24,1,다세대,76-5,(76-5),0,,,11410,연희동, 
2000,22.03~23.02,신규,1,3,2022,500,75.77,3,다세대,42-13,(42-13),40,,,11410,연희동, 
1985,22.04~24.04,신규,10,3,2022,"16,000",35.1,2,다세대,733,(733-0),0,,,11410,연희동, 
1998,22.04~24.03,신규,15,3,2022,500,48.22,1,다세대,380-6,(380-6),50,,,11410,북가좌동, 
2003,23.03~25.03,갱신,21,3,2022,"27,200",80.66,2,다세대,1-433,추계아트빌A,0,"26,200",,11410,북아현동,사용
2013,22.04~23.04,갱신,27,3,2022,"3,000",40.61,3,다세대,325-8,영주아트빌,55,"3,000",50,11410,북가좌동, 
2018,, ,23,4,2022,"22,000",29.86,3,다세대,329-14,빌리브케슬,0,,,11410,북가좌동, 
2020,, ,2,4,2022,"24,000",29.96,3,다세대,325-7,트라움하임홍은,0,,,11410,홍은동, 
2007,22.04~24.04,갱신,9,4,2022,"17,000",54.93,1,다세대,275-1,우리홈타운,23,"17,000",20,11410,연희동,사용
1991,, ,7,4,2022,"13,000",54.15,2,다세대,279-25,(279-25),0,,,11410,홍제동, 
2020,22.05~24.05,갱신,23,4,2022,"22,000",25.79,4,다세대,122-4,(122-4),0,"22,000",,11410,홍제동,사용
2019,22.05~24.04,갱신,30,4,2022,900,26.22,3,다세대,42-20,퍼즈하우스(PuzzHouse),68,900,68,11410,연희동, 
1985,, ,21,4,2022,"4,000",70.8,-1,다세대,9-479,(9-479),20,,,11410,홍은동, 
1994,,갱신,23,4,2022,"10,500",51.15,1,다세대,411-6,현대(411-6),0,"10,000",,11410,홍은동,사용
2005,22.06~23.05,신규,21,4,2022,500,57.78,3,다세대,394-5,화이트빌4,55,,,11410,홍은동, 
2012,22.04~23.04,신규,2,4,2022,300,12.17,2,다세대,326-20,드림캐슬5,34,,,11410,남가좌동, 
1985,, ,21,5,2022,"1,000",73.74,1,연립,360-6,가산빌라,60,,,11410,홍제동, 
2016,, ,6,5,2022,"20,000",29.91,2,다세대,340-27,비엘빌리지,0,,,11410,북가좌동, 
1995,, ,22,5,2022,"10,000",58.48,4,다세대,446-219,동우하이츠빌라,100,,,11410,연희동, 
2003,, ,6,5,2022,"20,000",78.06,1,다세대,383-3,정방아트빌비동,0,,,11410,북가좌동, 
2016,, ,6,5,2022,"23,000",29.91,2,다세대,340-27,비엘빌리지,0,,,11410,북가좌동, 
2011,22.05~23.05,신규,16,5,2022,500,12,4,다세대,4-109,(4-109),39,,,11410,창천동, 
2013,22.05~24.05,신규,27,5,2022,"5,000",27.69,3,다세대,322,(322-0),65,,,11410,창천동, 
2012,22.05~24.05,갱신,23,5,2022,"24,500",75.02,3,다세대,312-297,-,0,"23,000",,11410,홍제동, 
2014,22.06~24.05,갱신,25,5,2022,"2,312",29.5,4,다세대,376-5,광진아트빌2차,13,"2,312",13,11410,홍은동, 
2017,22.06~24.06, ,3,5,2022,"9,738",27.23,5,다세대,388,녹색친구들창천,22,,,11410,창천동, 
2013,, ,25,6,2022,"1,000",13.63,3,다세대,406,(406-0),50,,,11410,창천동, 
2017,, ,21,6,2022,"1,000",12.1,8,다세대,90-45,이화스테이,59,,,11410,대현동, 
1987,, ,30,6,2022,"18,900",48.55,3,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
2002,, ,17,6,2022,500,21.46,3,다세대,344-24,연희궁빌딩,47,,,11410,연희동, 
2019,, ,30,6,2022,"17,000",21.2,4,다세대,10-310,미소지움105동,0,,,11410,홍은동, 
2013,, ,25,6,2022,"1,000",30.88,3,다세대,340-31,수진에코빌,65,,,11410,북가좌동, 
2002,, ,29,6,2022,"15,000",74.64,3,다세대,191-65,홍은힐튼빌(A동),20,,,11410,홍은동, 
1985,, ,8,6,2022,"8,000",87.57,1,다세대,322-1,코오롱빌라,30,,,11410,홍은동, 
2006,, ,6,6,2022,"40,000",59.76,1,다세대,152,율도국인(203동),0,,,11410,창천동, 
2020,, ,4,6,2022,"29,800",45.55,4,다세대,325-7,트라움하임홍은,0,,,11410,홍은동, 
2009,, ,23,7,2022,"1,000",68.51,2,다세대,129,언제나미소,55,,,11410,창천동, 
2003,, ,22,7,2022,"2,000",36.89,1,다세대,122-2,프라임하우스,75,,,11410,대신동, 
2016,, ,30,7,2022,"5,000",45.49,2,다세대,136-30,연희휴니스빌,80,,,11410,연희동, 
1980,, ,27,7,2022,"15,000",52.73,4,다세대,266-3,제일주택,15,,,11410,홍제동, 
1980,, ,27,7,2022,"15,000",52.73,4,다세대,266-3,제일주택,15,,,11410,홍제동, 
2014,, ,7,7,2022,"14,000",49.08,3,다세대,229,신촌빌리지,31,,,11410,창천동, 
2011,22.07~23.07,신규,15,7,2022,"3,000",12,3,다세대,4-109,(4-109),12,,,11410,창천동, 
1991,22.08~24.08,신규,19,7,2022,"13,000",31.52,1,다세대,341-6,한양맨숀,0,,,11410,북가좌동, 
2013,22.08~24.08,신규,27,7,2022,500,12.16,4,다세대,322,(322-0),45,,,11410,창천동, 
2013,22.08~24.08,신규,19,7,2022,500,12.16,5,다세대,322,(322-0),45,,,11410,창천동, 
2014,, ,20,8,2022,"10,000",24.03,1,다세대,229,신촌빌리지,33,,,11410,창천동, 
2012,, ,5,8,2022,"1,000",13.95,3,다세대,117,명학하우스,55,,,11410,충정로3가, 
2016,, ,11,8,2022,"33,000",49.14,3,다세대,170-148,골든트리빌,0,,,11410,연희동, 
2016,, ,8,8,2022,"18,000",49.13,2,다세대,300-18,우진그랜드파크,0,,,11410,북가좌동, 
2013,, ,9,8,2022,"11,700",21.75,1,다세대,265-112,루미아트A동,10,,,11410,홍은동, 
2012,22.08~24.08,신규,26,8,2022,500,13.63,3,다세대,3-51,현대벨라지오,33,,,11410,북가좌동, 
2013,22.08~24.08,신규,17,8,2022,"2,000",27.69,4,다세대,322,(322-0),48,,,11410,창천동, 
2002,20.10~22.10,신규,12,8,2022,"3,000",65.53,2,다세대,280-8,우창그린빌,70,,,11410,북가좌동, 
1987,22.09~24.09,신규,11,8,2022,"17,000",40.995,2,다세대,167-53,아남(나동),0,,,11410,홍제동, 
2001,22.08~24.08,신규,29,8,2022,"1,000",39.94,3,연립,100-30,그린빌,70,,,11410,창천동, 
1985,, ,28,9,2022,"30,000",65.07,3,다세대,141-34,동진빌라,0,,,11410,연희동, 
2018,, ,20,9,2022,"1,000",13.98,7,다세대,90-42,이대다올노블리움2차(에이동),65,,,11410,대현동, 
1995,, ,30,9,2022,"15,000",49.14,2,다세대,16-1,희원빌라,0,,,11410,북아현동, 
2018,, ,26,9,2022,"36,500",42.98,5,다세대,134-2,제니스빌(134-2),0,,,11410,홍제동, 
2013,, ,15,9,2022,"14,000",26.06,1,다세대,265-492,루미아트B동,0,,,11410,홍은동, 
2014,, ,20,9,2022,"2,100",29.81,2,다세대,345-5,해담하우스나동,12,,,11410,홍은동, 
2003,, ,16,9,2022,"12,000",75.8,2,다세대,318-12,한양아트빌A동,54,,,11410,북가좌동, 
2004,, ,7,9,2022,"9,500",20.35,4,다세대,321-8,신정빌라A동,19,,,11410,북가좌동, 
2011,, ,7,9,2022,"24,000",53,2,다세대,374-1,세민하이파크,0,,,11410,홍은동, 
2003,22.09~24.09,갱신,7,9,2022,"12,600",61.74,1,다세대,51-124,SoroVill(51-124),0,"12,000",,11410,연희동,사용
2002,, ,31,10,2022,"15,000",59.87,-1,다세대,265-291,도양라비앙빌(가동),0,,,11410,홍은동, 
1987,, ,24,10,2022,"24,000",56.94,1,연립,90-6,"서강빌라1,2동",0,,,11410,홍제동, 
1980,, ,11,10,2022,"10,000",52.73,1,연립,266-3,제일주택,30,,,11410,홍제동, 
2014,, ,1,10,2022,"10,000",33.93,2,다세대,229,신촌빌리지,41,,,11410,창천동, 
2006,, ,4,10,2022,"10,000",32.24,1,다세대,148-1,율도국인(303동),45,,,11410,창천동, 
2011,22.12~24.10,신규,17,10,2022,"14,000",29.82,5,다세대,120-113,(120-113),9,,,11410,천연동, 
2013,22.10~24.10,신규,6,10,2022,"1,000",12.16,4,다세대,322,(322-0),45,,,11410,창천동, 
1990,22.10~24.10,신규,18,10,2022,"1,000",52.69,1,다세대,100-125,세정하이츠,120,,,11410,창천동, 
2017,22.11~24.11,신규,19,10,2022,"10,000",29.2,3,다세대,259,세림,25,,,11410,창천동, 
1979,, ,10,10,2022,"3,000",57.19,1,다세대,356-84,(356-84),0,,,11410,홍제동, 
2014,, ,5,11,2022,"20,000",59.25,4,다세대,229,신촌빌리지,54,,,11410,창천동, 
2016,22.11~24.11,갱신,28,11,2022,"5,000",58.96,5,다세대,136-30,연희휴니스빌,112,"5,000",100,11410,연희동, 
2017,22.11~24.11,신규,14,11,2022,"1,000",56.74,4,다세대,1-574,힐스타빌리지,180,,,11410,북아현동, 
2013,22.11~24.11,신규,18,11,2022,"5,000",28.42,4,다세대,322,(322-0),65,,,11410,창천동, 
2017,22.11~23.11,신규,14,11,2022,"1,000",56.74,4,다세대,1-574,힐스타빌리지,180,,,11410,북아현동, 
2014,, ,22,11,2022,"3,585",34.68,2,다세대,5-53,리움하우스2차,5,,,11410,남가좌동, 
1986,23.02~25.02,신규,28,11,2022,"13,000",40.86,1,다세대,376-34,기린빌라(마동),0,,,11410,북가좌동, 
1993,,갱신,3,11,2022,"14,500",68.88,4,다세대,123-39,유원빌라,0,"14,500",,11410,북아현동, 
2002,22.11~24.11,갱신,30,11,2022,"24,500",68.63,3,다세대,196-23,행복하우스,0,"21,000",,11410,연희동, 
2019,22.12~24.11,갱신,30,11,2022,"5,220",20.13,1,다세대,42-20,퍼즈하우스(PuzzHouse),32,"5,220",32,11410,연희동, 
2017,, ,19,12,2022,"22,700",35.48,5,다세대,287-108,수정쉐르빌,0,,,11410,홍제동, 
2007,, ,9,12,2022,"1,000",58.32,2,다세대,144-2,율도국인(304동),70,,,11410,창천동, 
1987,, ,22,12,2022,"5,000",49.44,3,다세대,90-6,"서강빌라1,2동",50,,,11410,홍제동, 
2019,, ,21,12,2022,"22,960",29.98,5,다세대,313-19,신안휴먼타운,0,,,11410,북가좌동, 
1987,, ,2,12,2022,"12,000",39.06,1,연립,9-75,금강빌라,0,,,11410,홍제동, 
1990,, ,3,12,2022,"11,000",35.5,2,다세대,402-12,현일,20,,,11410,홍은동, 
2012,23.01~25.01,신규,31,12,2022,"2,000",12.14,2,다세대,340-17,(340-17),64,,,11410,연희동, 
2012,23.02~24.02,신규,19,12,2022,"5,000",13.5,3,다세대,340-17,(340-17),36,,,11410,연희동, 
2013,23.02~25.02,신규,13,12,2022,"2,000",30.09,4,다세대,3-67,새움스마트빌,58,,,11410,북가좌동, 
2003,23.01~25.01,신규,20,12,2022,500,52.89,2,다세대,341,동우아트빌,110,,,11410,창천동, 
2007,, ,23,1,2023,"1,000",59.94,2,다세대,144-2,율도국인(304동),70,,,11410,창천동, 
2019,, ,14,1,2023,"30,000",46.67,8,연립다세대,142-21,연희미다스파크,0,,,11410,연희동, 
2019,, ,9,1,2023,"36,100",46.86,2,다세대,142-21,연희미다스파크,0,,,11410,연희동, 
2013,23.02~25.02,신규,12,1,2023,500,12.34,2,다세대,3-67,새움스마트빌,45,,,11410,북가좌동, 
2013,23.02~25.02,신규,16,1,2023,500,12.16,3,다세대,322,(322-0),45,,,11410,창천동, 
2016,23.01~25.01,신규,9,1,2023,500,50.05,4,다세대,337-37,첼라넥스빌,20,,,11410,북가좌동, 
2015,23.01~25.01,갱신,6,1,2023,"9,450",19.07,3,다세대,328-54,한결하우스,0,"9,000",,11410,북가좌동, 
2002,23.01~24.01,신규,6,1,2023,500,33.63,2,다세대,265-71,화이트빌8,55,,,11410,홍은동, 
2012,23.01~25.01,신규,7,1,2023,"3,000",15.6,2,다세대,340-17,(340-17),50,,,11410,연희동, 
2013,23.02~24.02,신규,16,1,2023,"1,000",21.51,3,다세대,340-16,Y-HOUSE,70,,,11410,연희동, 
2016,, ,28,2,2023,"5,000",45.49,2,다세대,136-30,연희휴니스빌,80,,,11410,연희동, 
2018,, ,5,2,2023,"31,500",49.39,4,다세대,134-2,제니스빌(134-2),0,,,11410,홍제동, 
2011,23.03~24.03,신규,1,2,2023,"1,000",12,2,다세대,4-109,(4-109),41,,,11410,창천동, 
2011,23.02~24.02,신규,1,2,2023,500,12,2,다세대,4-109,(4-109),43,,,11410,창천동, 
2017,23.02~24.02,신규,16,2,2023,500,21.8,3,다세대,340-1,(340-1),63,,,11410,남가좌동, 
2013,23.03~25.03,신규,23,2,2023,500,12.16,2,다세대,322,(322-0),45,,,11410,창천동, 
2013,23.02~25.02,신규,18,2,2023,"10,000",24.3,3,다세대,266-99,써니힐스,9,,,11410,홍제동, 
2012,22.12~24.12,갱신,3,2,2023,"8,000",28.65,4,다세대,397-29,골드클래스,30,"8,000",30,11410,홍은동, 
1986,23.06~25.06,갱신,27,2,2023,"3,000",40.86,1,다세대,376-33,기린빌라(라동),30,"3,000",30,11410,북가좌동,사용
2020,23.02~24.02,신규,5,2,2023,"1,000",20.18,2,다세대,28-5,연희서가,68,,,11410,연희동, 
2016,, ,28,3,2023,"22,930",39.57,5,다세대,392-5,"미다스A,B동(392-5)",0,,,11410,북가좌동, 
1991,, ,29,3,2023,"13,000",53.6,3,다세대,10-233,"청구그린빌라(A,B동)",10,,,11410,홍은동, 
1987,, ,8,3,2023,"13,000",48.01,3,연립,90-6,"서강빌라1,2동",8,,,11410,홍제동, 
1987,, ,8,3,2023,"13,000",48.01,3,연립,90-6,"서강빌라1,2동",8,,,11410,홍제동, 
2014,, ,8,3,2023,"8,000",26.02,1,다세대,229,신촌빌리지,34,,,11410,창천동, 
2011,23.03~24.03,신규,2,3,2023,"1,000",12,4,다세대,4-109,(4-109),55,,,11410,창천동, 
1992,23.03~25.03,신규,11,3,2023,"1,000",44.73,-1,다세대,325-15,명지(325-15),40,,,11410,홍은동, 
2006,23.04~24.04,신규,11,3,2023,500,46.64,-1,연립,1-373,하이빌리지,61,,,11410,북아현동, 
2013,23.03~25.03,신규,15,3,2023,"9,000",16.78,1,다세대,340-16,Y-HOUSE,0,,,11410,연희동, 
2017,23.04~25.04,신규,30,3,2023,"12,000",14.44,2,다세대,259,세림,5,,,11410,창천동, 
1985,, ,4,4,2023,"21,850",45.96,1,연립,141-34,동진빌라,0,,,11410,연희동, 
2019,23.04~25.04,신규,18,4,2023,"5,000",28.79,4,다세대,330-299,정익빌딩,68,,,11410,홍제동, 
2019,23.04~25.04,신규,18,4,2023,"5,000",28.79,4,다세대,330-299,정익빌딩,68,,,11410,홍제동, 
2011,23.04~24.04,신규,13,4,2023,"1,000",12.87,2,다세대,90-46,연세힐하우스,55,,,11410,창천동, 
1995,23.05~25.05,신규,5,4,2023,"11,300",22.8,2,연립,446-282,신세대하이빌,0,,,11410,연희동, 
1975,23.04~25.04,갱신,22,4,2023,"13,600",46.28,1,연립,315-41,대성아파트,0,"12,600",,11410,홍제동, 
2013,23.05~25.05,신규,21,4,2023,500,12.16,4,다세대,322,(322-0),45,,,11410,창천동, 
2013,23.04~25.04,신규,10,4,2023,500,12.44,4,다세대,3-67,새움스마트빌,47,,,11410,북가좌동, 
2007,23.04~24.04,갱신,14,4,2023,500,28.48,3,다세대,140-14,화이트빌(140-14),63,500,60,11410,연희동, 
2001,23.05~25.05,신규,7,4,2023,"1,500",25.2,2,다세대,259-2,(259-2),44,,,11410,홍제동, 
2018,, ,31,5,2023,"25,700",28.54,2,다세대,48-11,블레어빌,0,,,11410,연희동, 
2020,23.07~24.07,신규,26,5,2023,"1,000",21.11,2,다세대,28-5,연희서가,71,,,11410,연희동, 
1995,23.06~25.06,갱신,12,5,2023,"19,000",76.4,1,다세대,1-93,동아아트맨션,0,"19,000",,11410,북아현동, 
1993,23.07~25.07,신규,20,5,2023,"1,000",45.3,1,다세대,170-166,(170-166),55,,,11410,연희동, 
1997,23.06~25.06,신규,21,5,2023,"1,000",53.4,-1,다세대,206-28,석산빌라,40,,,11410,홍은동, 
2013,23.07~24.07,신규,1,5,2023,500,14,2,다세대,410-61,수정빌,48,,,11410,홍은동, 
2011,23.08~24.08,신규,30,5,2023,500,18.36,1,다세대,43-1,화이트빌,55,,,11410,연희동, 
1986,23.06~25.10,갱신,25,5,2023,"12,300",53.61,1,다세대,190-54,백련빌라(다동),0,"12,500",,11410,홍은동, 
1991,23.06~25.06,신규,25,5,2023,"1,000",46.52,-1,다세대,367-16,연안빌리지,40,,,11410,북가좌동, 
2006,23.06~25.06,신규,26,5,2023,"12,000",73.29,3,다세대,381-11,한양아트빌(381-11),50,,,11410,북가좌동, 
2018,, ,5,6,2023,"29,000",42.98,5,다세대,134-2,제니스빌(134-2),0,,,11410,홍제동, 
2019,, ,6,6,2023,"30,000",43.86,1,다세대,1-340,힐스타빌리지3차,0,,,11410,북아현동, 
